NTN3-CANX,832.1423050640303
NTN3-ADIPOR1,690.8616059058385
NTN3-CD47,485.732790400248
ADCYAP1-CANX,370.6755423137906
NTN3-CHRM3,332.44412515958174
ADCYAP1-ADIPOR1,307.7424364492779
GDF5-CANX,285.56927328197565
IL22-CANX,272.3347782207033
GDF7-CANX,271.1704009873378
GDF5-ADIPOR1,237.0854666760012
NTN3-BAMBI,232.93509837659732
IL22-ADIPOR1,226.0979174843037
GDF7-ADIPOR1,225.13122762798017
ADCYAP1-CD47,216.3683596008841
APOC3-CANX,214.84756763059917
GDF6-CANX,196.4961238765668
NTN3-ROBO1,195.625630919088
GDF7-CD46,188.59195319726868
APOA4-CANX,179.68662189144496
APOC3-ADIPOR1,178.3708563967527
ANGPT4-CANX,176.105085088684
GDF5-CD47,166.69067191957242
GDF6-ADIPOR1,163.13511147013716
IL22-CD47,158.96551700733
GDF7-CD47,158.28585416697285
NTN3-F11R,157.60110634241875
COL4A6-CANX,155.57523010683872
EFNA2-CANX,153.99652771306282
SCGB1A1-CANX,150.58401624591292
APOC3-CD46,149.42088912214638
APOA4-ADIPOR1,149.17951821974344
ADCYAP1-CHRM3,148.08633767643818
EPO-CANX,146.4569439128616
ANGPT4-ADIPOR1,146.20605292167053
NTN3-CCR10,143.53652441077352
IL1F10-CANX,141.71127836982475
IGFL1-CANX,135.08726213749736
NTN3-IL13RA1,133.76983470281792
RLN3-CANX,131.23850487707602
CEACAM16-CANX,129.78105687779578
COL4A6-ADIPOR1,129.16174632235607
IFNL3-CANX,128.1538487529765
EFNA2-ADIPOR1,127.85107522154301
APOC3-CD47,125.40944968287235
SCGB1A1-ADIPOR1,125.01793822319523
IFNA21-CANX,123.02011262246302
EPO-ADIPOR1,121.59155814090632
CCL25-CANX,120.45805453567736
IL1F10-ADIPOR1,117.6516092905686
GDF6-CD47,114.69746216790823
HCRT-CANX,114.37020944669115
GDF5-CHRM3,114.08604832484629
IGFL1-ADIPOR1,112.15221517977415
FSHB-CANX,110.64842420407648
RLN3-ADIPOR1,108.9568979780224
IL22-CHRM3,108.79881547320684
GDF7-CHRM3,108.33364218692364
CEACAM16-ADIPOR1,107.74689476201048
IFNA10-CANX,107.23414127849144
GPHA2-CANX,106.77455184131027
IFNL3-ADIPOR1,106.39595320860737
NXPH2-CANX,104.91867135990455
APOA4-CD47,104.88552705202265
ADCYAP1-BAMBI,103.76031045317131
FGF3-CANX,103.67929820656956
ANGPT4-CD47,102.79493526917558
IFNA21-ADIPOR1,102.13382019861643
CCL25-ADIPOR1,100.006747036383
PDYN-CANX,96.61377817396324
HCRT-ADIPOR1,94.9524932037295
WNT3A-CANX,94.69558322605177
FSHB-ADIPOR1,91.86259077489963
COL4A6-CD47,90.81137946849216
EFNA2-CD47,89.88986939230237
IFNA10-ADIPOR1,89.02798307543281
GPHA2-ADIPOR1,88.64642250016087
SCGB1A1-CD47,87.89793999858642
ADCYAP1-ROBO1,87.14090894084602
NXPH2-ADIPOR1,87.1056324670732
FGF3-ADIPOR1,86.07667946009478
APOC3-CHRM3,85.83244864365203
WNT8B-CANX,85.59345502366659
EPO-CD47,85.48891170100164
NTN3-PTPRG,83.31209283478374
WNT3A-ATP6AP2,82.9428297136574
IL1F10-CD47,82.71880212659633
PDYN-ADIPOR1,80.21073984065592
GDF5-BAMBI,79.93717704347698
HCRT-CD46,79.5415027178404
IGFL1-CD47,78.8522736871639
WNT3A-ADIPOR1,78.61821505962989
GDF6-CHRM3,78.50097465525155
NTN3-NEO1,77.50124304212454
