A2m,Lrp1,A2m_Lrp1
Aanat,Mtnr1a,Aanat_Mtnr1a
Ace,Agtr2,Ace_Agtr2
Ace,Bdkrb2,Ace_Bdkrb2
Adam10,Axl,Adam10_Axl
Adam10,Epha3,Adam10_Epha3
Adam12,Itga9,Adam12_Itga9
Adam12,Itgb1,Adam12_Itgb1
Adam12,Sdc4,Adam12_Sdc4
Adam15,Itga9,Adam15_Itga9
Adam15,Itgb1,Adam15_Itgb1
Adam15,Itga5,Adam15_Itga5
Adam15,Itgav,Adam15_Itgav
Adam15,Itgb3,Adam15_Itgb3
Adam17,Itgb1,Adam17_Itgb1
Adam17,Itga5,Adam17_Itga5
Adam17,Erbb4,Adam17_Erbb4
Adam17,Notch1,Adam17_Notch1
Adam2,Itga9,Adam2_Itga9
Adam2,Itgb1,Adam2_Itgb1
Adam2,Cd9,Adam2_Cd9
Adam2,Itga6,Adam2_Itga6
Adam2,Itgb7,Adam2_Itgb7
Adam23,Itga5,Adam23_Itga5
Adam23,Itgb3,Adam23_Itgb3
Adam28,Itga4,Adam28_Itga4
Adam9,Itgb1,Adam9_Itgb1
Adam9,Itgav,Adam9_Itgav
Adam9,Itga6,Adam9_Itga6
Adam9,Itga3,Adam9_Itga3
Adam9,Itgb5,Adam9_Itgb5
Adcyap1,Adcyap1r1,Adcyap1_Adcyap1r1
Adcyap1,Sctr,Adcyap1_Sctr
Adcyap1,Vipr1,Adcyap1_Vipr1
Adcyap1,Vipr2,Adcyap1_Vipr2
Adipoq,Adipor1,Adipoq_Adipor1
Adipoq,Adipor2,Adipoq_Adipor2
Adm,Calcr,Adm_Calcr
Adm,Calcrl,Adm_Calcrl
Adm,Gpr182,Adm_Gpr182
Adm,Ramp2,Adm_Ramp2
Adm2,Calcr,Adm2_Calcr
Adm2,Calcrl,Adm2_Calcrl
Adm2,Ramp1,Adm2_Ramp1
Agrn,Atp1a3,Agrn_Atp1a3
Agrn,Lrp4,Agrn_Lrp4
Agrn,Musk,Agrn_Musk
Agrp,Mc3r,Agrp_Mc3r
Agrp,Mc4r,Agrp_Mc4r
Agrp,Mc5r,Agrp_Mc5r
Agrp,Sdc3,Agrp_Sdc3
Agt,Agtr2,Agt_Agtr2
Agt,Lrp2,Agt_Lrp2
Agt,Mas1,Agt_Mas1
Ahsg,Insr,Ahsg_Insr
Alb,Lrp2,Alb_Lrp2
Amh,Acvr1,Amh_Acvr1
Amh,Amhr2,Amh_Amhr2
Amh,Egfr,Amh_Egfr
Angpt1,Itgb1,Angpt1_Itgb1
Angpt1,Itga5,Angpt1_Itga5
Angpt1,Tek,Angpt1_Tek
Angpt1,Tie1,Angpt1_Tie1
Angpt2,Tek,Angpt2_Tek
Angpt2,Tie1,Angpt2_Tie1
Angpt4,Tek,Angpt4_Tek
Angpt4,Tie1,Angpt4_Tie1
Angptl1,Tek,Angptl1_Tek
Angptl2,Tie1,Angptl2_Tie1
Angptl3,Itga5,Angptl3_Itga5
Angptl3,Itgav,Angptl3_Itgav
Angptl3,Itgb3,Angptl3_Itgb3
Angptl4,Tie1,Angptl4_Tie1
Anxa1,Egfr,Anxa1_Egfr
Anxa1,Dysf,Anxa1_Dysf
Anxa1,Fpr1,Anxa1_Fpr1
Apln,Aplnr,Apln_Aplnr
Apob,Calcr,Apob_Calcr
Apob,Lrp2,Apob_Lrp2
Apob,Itgam,Apob_Itgam
Apob,Itgb2,Apob_Itgb2
Apob,Ldlr,Apob_Ldlr
Apob,Lrp6,Apob_Lrp6
Apob,Lrp8,Apob_Lrp8
Apob,Lsr,Apob_Lsr
Apob,Olr1,Apob_Olr1
Apoc3,Sdc2,Apoc3_Sdc2
Apoc3,Tlr2,Apoc3_Tlr2
Apod,Lepr,Apod_Lepr
Apoe,Lrp1,Apoe_Lrp1
Apoe,Lrp2,Apoe_Lrp2
Apoe,Ldlr,Apoe_Ldlr
Apoe,Lrp8,Apoe_Lrp8
Apoe,Chrna4,Apoe_Chrna4
Apoe,Lrp5,Apoe_Lrp5
Apoe,Scarb1,Apoe_Scarb1
Apoe,Sorl1,Apoe_Sorl1
Apoe,Vldlr,Apoe_Vldlr
App,Lrp1,App_Lrp1
App,Cav1,App_Cav1
App,Cd74,App_Cd74
App,Gpc1,App_Gpc1
App,Ncstn,App_Ncstn
App,Ngfr,App_Ngfr
App,Slc45a3,App_Slc45a3
App,Tnfrsf21,App_Tnfrsf21
Areg,Egfr,Areg_Egfr
Areg,Erbb3,Areg_Erbb3
Arf1,Insr,Arf1_Insr
Arf1,Chrm3,Arf1_Chrm3
Arf1,Pld2,Arf1_Pld2
Artn,Gfra1,Artn_Gfra1
Artn,Gfra3,Artn_Gfra3
Artn,Ret,Artn_Ret
a,Mc3r,a_Mc3r
a,Mc4r,a_Mc4r
a,Mc5r,a_Mc5r
a,Atrn,a_Atrn
a,F11r,a_F11r
a,Mc2r,a_Mc2r
Avp,Avpr1a,Avp_Avpr1a
Avp,Avpr1b,Avp_Avpr1b
Avp,Avpr2,Avp_Avpr2
Avp,Oxtr,Avp_Oxtr
Azgp1,Itgav,Azgp1_Itgav
B2m,Cd247,B2m_Cd247
B2m,Cd3d,B2m_Cd3d
B2m,Cd3g,B2m_Cd3g
B2m,Hfe,B2m_Hfe
B2m,Klrd1,B2m_Klrd1
B2m,Tfrc,B2m_Tfrc
Bcan,Egfr,Bcan_Egfr
Bcan,Nrcam,Bcan_Nrcam
Bdnf,Ngfr,Bdnf_Ngfr
Bdnf,Ddr1,Bdnf_Ddr1
Bdnf,Drd4,Bdnf_Drd4
Bdnf,Ntrk2,Bdnf_Ntrk2
Bdnf,Sort1,Bdnf_Sort1
Bgn,Tlr2,Bgn_Tlr2
Bgn,Ly96,Bgn_Ly96
Bgn,Tlr1,Bgn_Tlr1
Bgn,Tlr4,Bgn_Tlr4
Bmp10,Acvr1,Bmp10_Acvr1
Bmp10,Acvr2a,Bmp10_Acvr2a
Bmp10,Acvr2b,Bmp10_Acvr2b
Bmp10,Acvrl1,Bmp10_Acvrl1
Bmp10,Bmpr1a,Bmp10_Bmpr1a
Bmp10,Bmpr1b,Bmp10_Bmpr1b
Bmp10,Bmpr2,Bmp10_Bmpr2
Bmp10,Eng,Bmp10_Eng
Bmp15,Acvr1,Bmp15_Acvr1
Bmp15,Acvr2a,Bmp15_Acvr2a
Bmp15,Acvr2b,Bmp15_Acvr2b
Bmp15,Bmpr1a,Bmp15_Bmpr1a
Bmp15,Bmpr1b,Bmp15_Bmpr1b
Bmp15,Bmpr2,Bmp15_Bmpr2
Bmp2,Acvr1,Bmp2_Acvr1
Bmp2,Acvr2a,Bmp2_Acvr2a
Bmp2,Acvr2b,Bmp2_Acvr2b
Bmp2,Bmpr1a,Bmp2_Bmpr1a
Bmp2,Bmpr1b,Bmp2_Bmpr1b
Bmp2,Bmpr2,Bmp2_Bmpr2
Bmp2,Eng,Bmp2_Eng
Bmp2,Hfe2,Bmp2_Hfe2
Bmp3,Acvr1,Bmp3_Acvr1
Bmp3,Acvr2a,Bmp3_Acvr2a
Bmp3,Acvr2b,Bmp3_Acvr2b
Bmp3,Bmpr1a,Bmp3_Bmpr1a
Bmp3,Bmpr1b,Bmp3_Bmpr1b
