ligand,receptor,
WNT7B,FZD7_LRP6,WNT7B_FZD7_LRP6
WNT7B,FZD8_LRP6,WNT7B_FZD8_LRP6
WNT7B,FZD9_LRP6,WNT7B_FZD9_LRP6
WNT8A,FZD1_LRP6,WNT8A_FZD1_LRP6
WNT8A,FZD10_LRP6,WNT8A_FZD10_LRP6
WNT8A,FZD2_LRP6,WNT8A_FZD2_LRP6
WNT8A,FZD3_LRP6,WNT8A_FZD3_LRP6
WNT8A,FZD4_LRP6,WNT8A_FZD4_LRP6
WNT8A,FZD5_LRP6,WNT8A_FZD5_LRP6
WNT8A,FZD6_LRP6,WNT8A_FZD6_LRP6
WNT8A,FZD7_LRP6,WNT8A_FZD7_LRP6
WNT8A,FZD8_LRP6,WNT8A_FZD8_LRP6
WNT8A,FZD9_LRP6,WNT8A_FZD9_LRP6
WNT8B,FZD1_LRP6,WNT8B_FZD1_LRP6
WNT8B,FZD10_LRP6,WNT8B_FZD10_LRP6
WNT8B,FZD2_LRP6,WNT8B_FZD2_LRP6
WNT8B,FZD3_LRP6,WNT8B_FZD3_LRP6
WNT8B,FZD4_LRP6,WNT8B_FZD4_LRP6
WNT8B,FZD5_LRP6,WNT8B_FZD5_LRP6
WNT8B,FZD6_LRP6,WNT8B_FZD6_LRP6
WNT8B,FZD7_LRP6,WNT8B_FZD7_LRP6
WNT8B,FZD8_LRP6,WNT8B_FZD8_LRP6
WNT8B,FZD9_LRP6,WNT8B_FZD9_LRP6
WNT9A,FZD1_LRP6,WNT9A_FZD1_LRP6
WNT9A,FZD10_LRP6,WNT9A_FZD10_LRP6
WNT9A,FZD2_LRP6,WNT9A_FZD2_LRP6
WNT9A,FZD3_LRP6,WNT9A_FZD3_LRP6
WNT9A,FZD4_LRP6,WNT9A_FZD4_LRP6
WNT9A,FZD5_LRP6,WNT9A_FZD5_LRP6
WNT9A,FZD6_LRP6,WNT9A_FZD6_LRP6
WNT9A,FZD7_LRP6,WNT9A_FZD7_LRP6
WNT9A,FZD8_LRP6,WNT9A_FZD8_LRP6
WNT9A,FZD9_LRP6,WNT9A_FZD9_LRP6
WNT9B,FZD1_LRP6,WNT9B_FZD1_LRP6
WNT9B,FZD10_LRP6,WNT9B_FZD10_LRP6
WNT9B,FZD2_LRP6,WNT9B_FZD2_LRP6
WNT9B,FZD3_LRP6,WNT9B_FZD3_LRP6
WNT9B,FZD4_LRP6,WNT9B_FZD4_LRP6
WNT9B,FZD5_LRP6,WNT9B_FZD5_LRP6
WNT9B,FZD6_LRP6,WNT9B_FZD6_LRP6
WNT9B,FZD7_LRP6,WNT9B_FZD7_LRP6
WNT9B,FZD8_LRP6,WNT9B_FZD8_LRP6
WNT9B,FZD9_LRP6,WNT9B_FZD9_LRP6
WNT5A,FZD1,WNT5A_FZD1
WNT5A,FZD10,WNT5A_FZD10
WNT5A,FZD2,WNT5A_FZD2
WNT5A,FZD3,WNT5A_FZD3
WNT5A,FZD4,WNT5A_FZD4
WNT5A,FZD5,WNT5A_FZD5
WNT5A,FZD6,WNT5A_FZD6
WNT5A,FZD7,WNT5A_FZD7
WNT5A,FZD8,WNT5A_FZD8
WNT5A,FZD9,WNT5A_FZD9
WNT5A,MCAM,WNT5A_MCAM
WNT5B,FZD1,WNT5B_FZD1
WNT5B,FZD10,WNT5B_FZD10
WNT5B,FZD2,WNT5B_FZD2
WNT5B,FZD3,WNT5B_FZD3
WNT5B,FZD4,WNT5B_FZD4
WNT5B,FZD5,WNT5B_FZD5
WNT5B,FZD6,WNT5B_FZD6
WNT5B,FZD7,WNT5B_FZD7
WNT5B,FZD8,WNT5B_FZD8
WNT5B,FZD9,WNT5B_FZD9
WNT11,FZD1,WNT11_FZD1
WNT11,FZD10,WNT11_FZD10
WNT11,FZD2,WNT11_FZD2
WNT11,FZD3,WNT11_FZD3
WNT11,FZD4,WNT11_FZD4
WNT11,FZD5,WNT11_FZD5
WNT11,FZD6,WNT11_FZD6
WNT11,FZD7,WNT11_FZD7
WNT11,FZD8,WNT11_FZD8
WNT11,FZD9,WNT11_FZD9
EGF,EGFR,EGF_EGFR
EGF,EGFR_ERBB2,EGF_EGFR_ERBB2
TGFA,EGFR,TGFA_EGFR
TGFA,EGFR_ERBB2,TGFA_EGFR_ERBB2
AREG,EGFR,AREG_EGFR
AREG,EGFR_ERBB2,AREG_EGFR_ERBB2
BTC,EGFR,BTC_EGFR
BTC,EGFR_ERBB2,BTC_EGFR_ERBB2
BTC,ERBB4,BTC_ERBB4
BTC,ERBB2_ERBB4,BTC_ERBB2_ERBB4
HBEGF,EGFR,HBEGF_EGFR
HBEGF,EGFR_ERBB2,HBEGF_EGFR_ERBB2
HBEGF,ERBB4,HBEGF_ERBB4
HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4
EREG,EGFR,EREG_EGFR
EREG,EGFR_ERBB2,EREG_EGFR_ERBB2
EREG,ERBB4,EREG_ERBB4
EREG,ERBB2_ERBB4,EREG_ERBB2_ERBB4
NRG1,ERBB3,NRG1_ERBB3
NRG1,ERBB2_ERBB3,NRG1_ERBB2_ERBB3
NRG1,ERBB4,NRG1_ERBB4
NRG1,ERBB2_ERBB4,NRG1_ERBB2_ERBB4
NRG2,ERBB3,NRG2_ERBB3
NRG2,ERBB2_ERBB3,NRG2_ERBB2_ERBB3
NRG2,ERBB4,NRG2_ERBB4
NRG2,ERBB2_ERBB4,NRG2_ERBB2_ERBB4
NRG3,ERBB4,NRG3_ERBB4
NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4
NRG4,ERBB4,NRG4_ERBB4
NRG4,ERBB2_ERBB4,NRG4_ERBB2_ERBB4
NRG1,ITGAV_ITGB3,NRG1_ITGAV_ITGB3
FGF1,FGFR1,FGF1_FGFR1
FGF1,FGFR2,FGF1_FGFR2
FGF1,FGFR3,FGF1_FGFR3
FGF1,FGFR4,FGF1_FGFR4
FGF2,FGFR1,FGF2_FGFR1
FGF2,FGFR2,FGF2_FGFR2
FGF2,FGFR3,FGF2_FGFR3
FGF2,FGFR4,FGF2_FGFR4
FGF4,FGFR1,FGF4_FGFR1
FGF4,FGFR2,FGF4_FGFR2
FGF4,FGFR3,FGF4_FGFR3
FGF4,FGFR4,FGF4_FGFR4
FGF5,FGFR1,FGF5_FGFR1
FGF5,FGFR2,FGF5_FGFR2
FGF5,FGFR3,FGF5_FGFR3
FGF5,FGFR4,FGF5_FGFR4
FGF6,FGFR1,FGF6_FGFR1
FGF6,FGFR2,FGF6_FGFR2
FGF6,FGFR3,FGF6_FGFR3
FGF6,FGFR4,FGF6_FGFR4
FGF7,FGFR1,FGF7_FGFR1
FGF7,FGFR2,FGF7_FGFR2
FGF3,FGFR1,FGF3_FGFR1
FGF3,FGFR2,FGF3_FGFR2
FGF10,FGFR1,FGF10_FGFR1
FGF10,FGFR2,FGF10_FGFR2
FGF22,FGFR2,FGF22_FGFR2
FGF8,FGFR1,FGF8_FGFR1
FGF8,FGFR2,FGF8_FGFR2
FGF8,FGFR3,FGF8_FGFR3
FGF8,FGFR4,FGF8_FGFR4
FGF17,FGFR1,FGF17_FGFR1
FGF17,FGFR2,FGF17_FGFR2
FGF17,FGFR3,FGF17_FGFR3
FGF17,FGFR4,FGF17_FGFR4
FGF18,FGFR1,FGF18_FGFR1
FGF18,FGFR2,FGF18_FGFR2
FGF18,FGFR3,FGF18_FGFR3
FGF18,FGFR4,FGF18_FGFR4
FGF9,FGFR1,FGF9_FGFR1
FGF9,FGFR2,FGF9_FGFR2
FGF9,FGFR3,FGF9_FGFR3
FGF9,FGFR4,FGF9_FGFR4
FGF20,FGFR1,FGF20_FGFR1
FGF20,FGFR2,FGF20_FGFR2
FGF20,FGFR3,FGF20_FGFR3
FGF20,FGFR4,FGF20_FGFR4
FGF16,FGFR1,FGF16_FGFR1
FGF16,FGFR2,FGF16_FGFR2
FGF16,FGFR3,FGF16_FGFR3
FGF16,FGFR4,FGF16_FGFR4
FGF19,FGFR1,FGF19_FGFR1
FGF19,FGFR2,FGF19_FGFR2
FGF19,FGFR3,FGF19_FGFR3
FGF19,FGFR4,FGF19_FGFR4
FGF21,FGFR1,FGF21_FGFR1
FGF21,FGFR3,FGF21_FGFR3
FGF23,FGFR1,FGF23_FGFR1
FGF23,FGFR3,FGF23_FGFR3
FGF23,FGFR4,FGF23_FGFR4
PDGFA,PDGFRA,PDGFA_PDGFRA
PDGFA,PDGFRB,PDGFA_PDGFRB
PDGFB,PDGFRA,PDGFB_PDGFRA
PDGFB,PDGFRB,PDGFB_PDGFRB
PDGFC,PDGFRA,PDGFC_PDGFRA
PDGFD,PDGFRB,PDGFD_PDGFRB
VEGFA,FLT1,VEGFA_FLT1
VEGFA,KDR,VEGFA_KDR
VEGFB,FLT1,VEGFB_FLT1
VEGFC,FLT4,VEGFC_FLT4
VEGFC,KDR,VEGFC_KDR
VEGFD,FLT4,VEGFD_FLT4
VEGFD,KDR,VEGFD_KDR
PGF,FLT1,PGF_FLT1
VEGFA,FLT1_KDR,VEGFA_FLT1_KDR
VEGFC,FLT4_KDR,VEGFC_FLT4_KDR
VEGFD,FLT4_KDR,VEGFD_FLT4_KDR
IGF1,IGF1R,IGF1_IGF1R
IGF2,IGF1R,IGF2_IGF1R
IGF2,IGF2R,IGF2_IGF2R
IGF1,ITGAV_ITGB3,IGF1_ITGAV_ITGB3
IGF1,ITGA6_ITGB4,IGF1_ITGA6_ITGB4
IGF2,ITGAV_ITGB3,IGF2_ITGAV_ITGB3
IGF2,ITGA6_ITGB4,IGF2_ITGA6_ITGB4
IGFL3,IGFLR1,IGFL3_IGFLR1
INS,INSR,INS_INSR
APLN,APLNR,APLN_APLNR
DHH,PTCH1_SMO,DHH_PTCH1_SMO
IHH,PTCH1_SMO,IHH_PTCH1_SMO
SHH,PTCH1_SMO,SHH_PTCH1_SMO
DHH,PTCH2_SMO,DHH_PTCH2_SMO
IHH,PTCH2_SMO,IHH_PTCH2_SMO
SHH,PTCH2_SMO,SHH_PTCH2_SMO
CCL5,CCR1,CCL5_CCR1
CCL3,CCR1,CCL3_CCR1
CCL3L1,CCR1,CCL3L1_CCR1
CCL3L3,CCR1,CCL3L3_CCR1
CCL8,CCR1,CCL8_CCR1
CCL7,CCR1,CCL7_CCR1
CCL13,CCR1,CCL13_CCR1
CCL14,CCR1,CCL14_CCR1
CCL15,CCR1,CCL15_CCR1
CCL16,CCR1,CCL16_CCR1
CCL23,CCR1,CCL23_CCR1
CCL8,CCR2,CCL8_CCR2
CCL7,CCR2,CCL7_CCR2
CCL2,CCR2,CCL2_CCR2
CCL27,CCR2,CCL27_CCR2
CCL5,CCR3,CCL5_CCR3
CCL7,CCR3,CCL7_CCR3
CCL11,CCR3,CCL11_CCR3
CCL24,CCR3,CCL24_CCR3
CCL26,CCR3,CCL26_CCR3
CCL28,CCR3,CCL28_CCR3
CCL27,CCR3,CCL27_CCR3
CCL17,CCR4,CCL17_CCR4
CCL22,CCR4,CCL22_CCR4
CCL5,CCR4,CCL5_CCR4
CCL4,CCR5,CCL4_CCR5
CCL5,CCR5,CCL5_CCR5
CCL3,CCR5,CCL3_CCR5
CCL20,CCR6,CCL20_CCR6
CCL19,CCR7,CCL19_CCR7
CCL21,CCR7,CCL21_CCR7
CCL19,ACKR4,CCL19_ACKR4
CCL21,ACKR4,CCL21_ACKR4
CCL1,CCR8,CCL1_CCR8
CCL25,CCR9,CCL25_CCR9
CCL25,ACKR4,CCL25_ACKR4
CCL28,CCR10,CCL28_CCR10
CCL27,CCR10,CCL27_CCR10
CCL1,ACKR4,CCL1_ACKR4
CCL13,ACKR4,CCL13_ACKR4
CCL8,ACKR4,CCL8_ACKR4
CCL1,ACKR1,CCL1_ACKR1
CCL2,ACKR1,CCL2_ACKR1
CCL5,ACKR1,CCL5_ACKR1
CCL8,ACKR1,CCL8_ACKR1
CCL13,ACKR1,CCL13_ACKR1
CCL14,ACKR1,CCL14_ACKR1
CCL16,ACKR1,CCL16_ACKR1
CCL18,ACKR1,CCL18_ACKR1
CXCL1,ACKR1,CXCL1_ACKR1
CXCL2,ACKR1,CXCL2_ACKR1
CXCL3,ACKR1,CXCL3_ACKR1
CXCL5,ACKR1,CXCL5_ACKR1
CXCL6,ACKR1,CXCL6_ACKR1
CXCL8,ACKR1,CXCL8_ACKR1
CXCL9,ACKR1,CXCL9_ACKR1
CXCL10,ACKR1,CXCL10_ACKR1
CXCL11,ACKR1,CXCL11_ACKR1
CXCL13,ACKR1,CXCL13_ACKR1
CCL2,ACKR2,CCL2_ACKR2
CCL3,ACKR2,CCL3_ACKR2
CCL3L1,ACKR2,CCL3L1_ACKR2
CCL4,ACKR2,CCL4_ACKR2
CCL5,ACKR2,CCL5_ACKR2
CCL7,ACKR2,CCL7_ACKR2
CCL8,ACKR2,CCL8_ACKR2
CCL7,ACKR1,CCL7_ACKR1
CCL11,ACKR1,CCL11_ACKR1
CCL11,ACKR2,CCL11_ACKR2
CCL13,ACKR2,CCL13_ACKR2
CCL22,ACKR2,CCL22_ACKR2
CCL24,ACKR2,CCL24_ACKR2
CCL26,ACKR2,CCL26_ACKR2
CCL17,ACKR1,CCL17_ACKR1
CCL14,ACKR2,CCL14_ACKR2
CCL17,ACKR2,CCL17_ACKR2
CXCL1,CXCR1,CXCL1_CXCR1
CXCL2,CXCR1,CXCL2_CXCR1
CXCL3,CXCR1,CXCL3_CXCR1
CXCL5,CXCR1,CXCL5_CXCR1
CXCL6,CXCR1,CXCL6_CXCR1
CXCL8,CXCR1,CXCL8_CXCR1
CXCL1,CXCR2,CXCL1_CXCR2
CXCL2,CXCR2,CXCL2_CXCR2
CXCL3,CXCR2,CXCL3_CXCR2
CXCL5,CXCR2,CXCL5_CXCR2
CXCL6,CXCR2,CXCL6_CXCR2
CXCL8,CXCR2,CXCL8_CXCR2
PPBP,CXCR2,PPBP_CXCR2
PF4V1,CXCR3,PF4V1_CXCR3
CXCL9,CXCR3,CXCL9_CXCR3
CXCL10,CXCR3,CXCL10_CXCR3
CXCL11,CXCR3,CXCL11_CXCR3
CXCL13,CXCR3,CXCL13_CXCR3
PF4,CXCR3,PF4_CXCR3
CXCL12,CXCR4,CXCL12_CXCR4
CXCL11,ACKR3,CXCL11_ACKR3
CXCL12,ACKR3,CXCL12_ACKR3
CXCL13,CXCR5,CXCL13_CXCR5
CXCL16,CXCR6,CXCL16_CXCR6
MIF,CD74_CXCR4,MIF_CD74_CXCR4
MIF,CD74_CD44,MIF_CD74_CD44
MIF,CD74_CXCR2,MIF_CD74_CXCR2
MIF,ACKR3,MIF_ACKR3
CX3CL1,CX3CR1,CX3CL1_CX3CR1
XCL1,XCR1,XCL1_XCR1
XCL2,XCR1,XCL2_XCR1
IL2,IL2RA_IL2RB_IL2RG,IL2_IL2RA_IL2RB_IL2RG
IL2,IL2RB_IL2RG,IL2_IL2RB_IL2RG
IL4,IL4R_IL2RG,IL4_IL4R_IL2RG
IL7,IL7R_IL2RG,IL7_IL7R_IL2RG
IL9,IL9R_IL2RG,IL9_IL9R_IL2RG
IL15,IL15RA_IL2RB,IL15_IL15RA_IL2RB
IL21,IL21R_IL2RG,IL21_IL21R_IL2RG
TSLP,IL7R_CRLF2,TSLP_IL7R_CRLF2
IL3,IL3RA_CSF2RB,IL3_IL3RA_CSF2RB
IL5,IL5RA_CSF2RB,IL5_IL5RA_CSF2RB
CSF2,CSF2RA_CSF2RB,CSF2_CSF2RA_CSF2RB
IL4,IL4R,IL4_IL4R
IL4,IL4R_IL13RA1,IL4_IL4R_IL13RA1
IL4,IL4R_IL13RA2,IL4_IL4R_IL13RA2
IL13,IL4R_IL13RA1,IL13_IL4R_IL13RA1
IL13,IL4R_IL13RA2,IL13_IL4R_IL13RA2
IL13,IL13RA1,IL13_IL13RA1
IL13,IL13RA2,IL13_IL13RA2
IL6,IL6R_IL6ST,IL6_IL6R_IL6ST
IL11,IL11R complex,IL11_IL11R complex
IL12AB,IL12RB1_IL12RB2,IL12AB_IL12RB1_IL12RB2
IL23 complex,IL23R_IL12RB1,IL23 complex_IL23R_IL12RB1
IL27 complex,IL27RA_IL6ST,IL27 complex_IL27RA_IL6ST
IL31,IL31RA_OSMR,IL31_IL31RA_OSMR
CNTF,CNTFR_LIFR,CNTF_CNTFR_LIFR
CLCF1,CNTFR_LIFR,CLCF1_CNTFR_LIFR
CTF1,LIFR_IL6ST,CTF1_LIFR_IL6ST
LIF,LIFR_IL6ST,LIF_LIFR_IL6ST
OSM,LIFR_IL6ST,OSM_LIFR_IL6ST
OSM,OSMR_IL6ST,OSM_OSMR_IL6ST
IL10,IL10RA_IL10RB,IL10_IL10RA_IL10RB
IL19,IL20RA_IL20RB,IL19_IL20RA_IL20RB
IL20,IL20RA_IL20RB,IL20_IL20RA_IL20RB
IL24,IL20RA_IL20RB,IL24_IL20RA_IL20RB
IL20,IL22RA1_IL20RB,IL20_IL22RA1_IL20RB
IL24,IL22RA1_IL20RB,IL24_IL22RA1_IL20RB
IL22,IL22RA1_IL10RB,IL22_IL22RA1_IL10RB
IL26,IL20RA_IL10RB,IL26_IL20RA_IL10RB
IL1A,IL1R1_IL1RAP,IL1A_IL1R1_IL1RAP
IL1B,IL1R1_IL1RAP,IL1B_IL1R1_IL1RAP
IL1A,IL1R2,IL1A_IL1R2
IL1B,IL1R2,IL1B_IL1R2
IL36RN,IL1RL2_IL1RAP,IL36RN_IL1RL2_IL1RAP
IL36A,IL1RL2_IL1RAP,IL36A_IL1RL2_IL1RAP
IL36B,IL1RL2_IL1RAP,IL36B_IL1RL2_IL1RAP
IL36G,IL1RL2_IL1RAP,IL36G_IL1RL2_IL1RAP
IL1F10,IL1RL2_IL1RAP,IL1F10_IL1RL2_IL1RAP
IL37,IL18R1_IL18RAP,IL37_IL18R1_IL18RAP
IL18,IL18R1_IL18RAP,IL18_IL18R1_IL18RAP
IL33,IL1RL1_IL1RAP,IL33_IL1RL1_IL1RAP
IL17A,IL17RA_IL17RC,IL17A_IL17RA_IL17RC
IL17F,IL17RA_IL17RC,IL17F_IL17RA_IL17RC
IL17AF,IL17RA_IL17RC,IL17AF_IL17RA_IL17RC
IL17B,IL17RB,IL17B_IL17RB
IL17C,IL17RA_IL17RE,IL17C_IL17RA_IL17RE
IL25,IL17RA_IL17RB,IL25_IL17RA_IL17RB
IL34,CSF1R,IL34_CSF1R
CSF1,CSF1R,CSF1_CSF1R
IL16,CD4,IL16_CD4
EPO,EPOR,EPO_EPOR
GH1,GHR,GH1_GHR
PRL,PRLR,PRL_PRLR
THPO,MPL,THPO_MPL
CSF3,CSF3R,CSF3_CSF3R
IFNB1,IFNAR1_IFNAR2,IFNB1_IFNAR1_IFNAR2
IFNW1,IFNAR1_IFNAR2,IFNW1_IFNAR1_IFNAR2
IFNK,IFNAR1_IFNAR2,IFNK_IFNAR1_IFNAR2
IFNE,IFNAR1_IFNAR2,IFNE_IFNAR1_IFNAR2
IFNA1,IFNAR1_IFNAR2,IFNA1_IFNAR1_IFNAR2
IFNA2,IFNAR1_IFNAR2,IFNA2_IFNAR1_IFNAR2
IFNA4,IFNAR1_IFNAR2,IFNA4_IFNAR1_IFNAR2
IFNA5,IFNAR1_IFNAR2,IFNA5_IFNAR1_IFNAR2
IFNA6,IFNAR1_IFNAR2,IFNA6_IFNAR1_IFNAR2
IFNA7,IFNAR1_IFNAR2,IFNA7_IFNAR1_IFNAR2
IFNA8,IFNAR1_IFNAR2,IFNA8_IFNAR1_IFNAR2
IFNA10,IFNAR1_IFNAR2,IFNA10_IFNAR1_IFNAR2
IFNA13,IFNAR1_IFNAR2,IFNA13_IFNAR1_IFNAR2
IFNA14,IFNAR1_IFNAR2,IFNA14_IFNAR1_IFNAR2
IFNA16,IFNAR1_IFNAR2,IFNA16_IFNAR1_IFNAR2
IFNA17,IFNAR1_IFNAR2,IFNA17_IFNAR1_IFNAR2
IFNA21,IFNAR1_IFNAR2,IFNA21_IFNAR1_IFNAR2
IFNG,IFNGR1_IFNGR2,IFNG_IFNGR1_IFNGR2
TNF,TNFRSF1A,TNF_TNFRSF1A
TNF,TNFRSF1B,TNF_TNFRSF1B
LTA,TNFRSF1A,LTA_TNFRSF1A
LTA,TNFRSF1B,LTA_TNFRSF1B
LTA,TNFRSF14,LTA_TNFRSF14
LTa1b2,LTBR,LTa1b2_LTBR
TNFSF14,LTBR,TNFSF14_LTBR
TNFSF14,TNFRSF14,TNFSF14_TNFRSF14
FASLG,FAS,FASLG_FAS
TNFSF15,TNFRSF25,TNFSF15_TNFRSF25
TNFSF10,TNFRSF10A,TNFSF10_TNFRSF10A
EDA,EDAR,EDA_EDAR
EDA,EDA2R,EDA_EDA2R
NGF,NGFR,NGF_NGFR
KLK3,NGFR,KLK3_NGFR
TNFSF11,TNFRSF11A,TNFSF11_TNFRSF11A
TNFSF11,TNFRSF11B,TNFSF11_TNFRSF11B
TNFSF12,TNFRSF12A,TNFSF12_TNFRSF12A
CD70,CD27,CD70_CD27
TNFSF8,TNFRSF8,TNFSF8_TNFRSF8
TNFSF9,TNFRSF9,TNFSF9_TNFRSF9
TNFSF4,TNFRSF4,TNFSF4_TNFRSF4
TNFSF18,TNFRSF18,TNFSF18_TNFRSF18
TNFSF13,TNFRSF17,TNFSF13_TNFRSF17
TNFSF13,TNFRSF13B,TNFSF13_TNFRSF13B
TNFSF13B,TNFRSF17,TNFSF13B_TNFRSF17
TNFSF13B,TNFRSF13B,TNFSF13B_TNFRSF13B
TNFSF13B,TNFRSF13C,TNFSF13B_TNFRSF13C
CD40LG,ITGA2B_ITGB3,CD40LG_ITGA2B_ITGB3
CD40LG,ITGA5_ITGB1,CD40LG_ITGA5_ITGB1
CD40LG,ITGAM_ITGB2,CD40LG_ITGAM_ITGB2
SPP1,CD44,SPP1_CD44
SPP1,ITGAV_ITGB3,SPP1_ITGAV_ITGB3
SPP1,ITGAV_ITGB1,SPP1_ITGAV_ITGB1
SPP1,ITGAV_ITGB5,SPP1_ITGAV_ITGB5
SPP1,ITGAV_ITGB6,SPP1_ITGAV_ITGB6
SPP1,ITGA4_ITGB1,SPP1_ITGA4_ITGB1
SPP1,ITGA9_ITGB1,SPP1_ITGA9_ITGB1
SPP1,ITGA8_ITGB1,SPP1_ITGA8_ITGB1
SPP1,ITGA5_ITGB1,SPP1_ITGA5_ITGB1
ADIPOQ,ADIPOR1,ADIPOQ_ADIPOR1
ADIPOQ,ADIPOR2,ADIPOQ_ADIPOR2
RETN,TLR4,RETN_TLR4
RETN,CAP1,RETN_CAP1
NAMPT,INSR,NAMPT_INSR
NAMPT,ITGA5_ITGB1,NAMPT_ITGA5_ITGB1
ANGPTL1,ITGA1_ITGB1,ANGPTL1_ITGA1_ITGB1
ANGPTL2,ITGA5_ITGB1,ANGPTL2_ITGA5_ITGB1
ANGPTL2,TLR4,ANGPTL2_TLR4
ANGPTL2,LILRB3,ANGPTL2_LILRB3
ANGPTL1,LILRB3,ANGPTL1_LILRB3
ANGPTL7,LILRB3,ANGPTL7_LILRB3
ANGPTL4,ITGA5_ITGB1,ANGPTL4_ITGA5_ITGB1
ANGPTL4,ITGAV_ITGB3,ANGPTL4_ITGAV_ITGB3
ANGPTL4,CDH5,ANGPTL4_CDH5
ANGPTL4,CDH11,ANGPTL4_CDH11
ANGPTL4,SDC1,ANGPTL4_SDC1
ANGPTL4,SDC2,ANGPTL4_SDC2
ANGPTL4,SDC3,ANGPTL4_SDC3
ANGPTL4,SDC4,ANGPTL4_SDC4
ANGPTL3,ITGAV_ITGB3,ANGPTL3_ITGAV_ITGB3
ANGPT1,TEK,ANGPT1_TEK
ANGPT2,TEK,ANGPT2_TEK
ANGPT2,ITGA5_ITGB1,ANGPT2_ITGA5_ITGB1
MDK,SDC1,MDK_SDC1
MDK,SDC2,MDK_SDC2
MDK,SDC4,MDK_SDC4
MDK,PTPRZ1,MDK_PTPRZ1
MDK,ITGA4_ITGB1,MDK_ITGA4_ITGB1
MDK,ITGA6_ITGB1,MDK_ITGA6_ITGB1
MDK,LRP1,MDK_LRP1
MDK,NCL,MDK_NCL
MDK,ALK,MDK_ALK
PTN,PTPRZ1,PTN_PTPRZ1
PTN,SDC1,PTN_SDC1
PTN,SDC2,PTN_SDC2
PTN,SDC3,PTN_SDC3
PTN,SDC4,PTN_SDC4
PTN,ITGAV_ITGB3,PTN_ITGAV_ITGB3
PTN,NCL,PTN_NCL
PTN,ALK,PTN_ALK
POSTN,ITGAV_ITGB3,POSTN_ITGAV_ITGB3
POSTN,ITGAV_ITGB5,POSTN_ITGAV_ITGB5
AGT,AGTR1,AGT_AGTR1
GRP,GRPR,GRP_GRPR
NMB,NMBR,NMB_NMBR
KNG1,BDKRB1,KNG1_BDKRB1
KNG1,BDKRB2,KNG1_BDKRB2
C3,C3AR1,C3_C3AR1
C3,CR2,C3_CR2
C3,ITGAM_ITGB2,C3_ITGAM_ITGB2
C3,ITGAX_ITGB2,C3_ITGAX_ITGB2
C4A,C3AR1,C4A_C3AR1
C4A,CR2,C4A_CR2
C5,C5AR1,C5_C5AR1
CCK,CCKAR,CCK_CCKAR
CCK,CCKBR,CCK_CCKBR
EDN1,EDNRA,EDN1_EDNRA
EDN2,EDNRA,EDN2_EDNRA
EDN3,EDNRA,EDN3_EDNRA
EDN1,EDNRB,EDN1_EDNRB
EDN2,EDNRB,EDN2_EDNRB
EDN3,EDNRB,EDN3_EDNRB
GAL,GALR1,GAL_GALR1
GAL,GALR2,GAL_GALR2
GAL,GALR3,GAL_GALR3
GALP,GALR1,GALP_GALR1
GALP,GALR2,GALP_GALR2
GHRL,GHSR,GHRL_GHSR
KISS1,KISS1R,KISS1_KISS1R
POMC,MC1R,POMC_MC1R
POMC,MC2R,POMC_MC2R
POMC,MC3R,POMC_MC3R
POMC,MC4R,POMC_MC4R
POMC,MC5R,POMC_MC5R
NMU,NMUR1,NMU_NMUR1
NMU,NMUR2,NMU_NMUR2
NMS,NMUR1,NMS_NMUR1
NMS,NMUR2,NMS_NMUR2
NPFF,NPFFR1,NPFF_NPFFR1
NPFF,NPFFR2,NPFF_NPFFR2
NPY,NPY1R,NPY_NPY1R
NPY,NPY2R,NPY_NPY2R
NPY,NPY4R,NPY_NPY4R
NPY,NPY5R,NPY_NPY5R
NPY,NPY6R,NPY_NPY6R
NPY,GPR83,NPY_GPR83
PPY,NPY1R,PPY_NPY1R
PPY,NPY2R,PPY_NPY2R
PPY,NPY4R,PPY_NPY4R
PPY,NPY5R,PPY_NPY5R
PPY,NPY6R,PPY_NPY6R
PPY,GPR83,PPY_GPR83
PYY,NPY1R,PYY_NPY1R
PYY,NPY2R,PYY_NPY2R
PYY,NPY4R,PYY_NPY4R
PYY,NPY5R,PYY_NPY5R
PYY,NPY6R,PYY_NPY6R
PYY,GPR83,PYY_GPR83
NPB,NPBWR1,NPB_NPBWR1
NPW,NPBWR1,NPW_NPBWR1
NTS,NTSR1,NTS_NTSR1
NTS,NTSR2,NTS_NTSR2
PDYN,OPRD1,PDYN_OPRD1
PDYN,OPRK1,PDYN_OPRK1
PDYN,OPRL1,PDYN_OPRL1
PDYN,OPRM1,PDYN_OPRM1
PENK,OPRD1,PENK_OPRD1
PENK,OPRK1,PENK_OPRK1
PENK,OPRL1,PENK_OPRL1
PENK,OPRM1,PENK_OPRM1
POMC,OPRD1,POMC_OPRD1
POMC,OPRK1,POMC_OPRK1
POMC,OPRL1,POMC_OPRL1
POMC,OPRM1,POMC_OPRM1
HCRT,HCRTR1,HCRT_HCRTR1
HCRT,HCRTR2,HCRT_HCRTR2
OXT,OXTR,OXT_OXTR
SST,SSTR1,SST_SSTR1
SST,SSTR2,SST_SSTR2
SST,SSTR3,SST_SSTR3
SST,SSTR4,SST_SSTR4
SST,SSTR5,SST_SSTR5
CORT,SSTR1,CORT_SSTR1
